flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,norm_pressure,norm_load,norm_ssr,norm_bags,difficulty_score,difficulty_category
1347,2025-08-12,ORD,FLL,0.009,0.497,0.043,0.089,0.29,Difficult
4188,2025-08-04,ORD,GSO,0.007,0.490,0.043,0.040,0.29,Difficult
1398,2025-08-08,ORD,ATL,0.012,0.371,0.106,0.129,0.29,Difficult
1989,2025-08-10,ORD,BOS,0.013,0.500,0.021,0.089,0.29,Difficult
3604,2025-08-03,ORD,CMH,0.012,0.519,0.021,0.063,0.29,Difficult
1006,2025-08-08,ORD,LGA,0.010,0.529,0.011,0.026,0.29,Difficult
4395,2025-08-01,ORD,TVC,0.007,0.556,0.000,0.071,0.29,Difficult
219,2025-08-13,ORD,HNL,0.007,0.579,0.351,0.434,0.29,Difficult
5699,2025-08-15,ORD,SAV,0.009,0.491,0.000,0.131,0.29,Difficult
2243,2025-08-04,ORD,RIC,0.001,0.512,0.011,0.069,0.29,Difficult
534,2025-08-05,ORD,EWR,0.013,0.499,0.064,0.017,0.29,Difficult
3525,2025-08-01,ORD,YYZ,0.013,0.527,0.043,0.040,0.29,Difficult
5131,2025-08-08,ORD,CMX,0.008,0.512,0.043,0.080,0.29,Difficult
3707,2025-08-11,ORD,IND,0.012,0.484,0.000,0.117,0.29,Difficult
739,2025-08-13,ORD,BZN,0.012,0.421,0.043,0.154,0.29,Difficult
5526,2025-08-05,ORD,ATW,0.008,0.545,0.000,0.077,0.29,Difficult
5868,2025-08-10,ORD,YWG,0.010,0.469,0.043,0.077,0.29,Difficult
929,2025-08-04,ORD,LHR,0.012,0.519,0.000,0.051,0.29,Difficult
1967,2025-08-04,ORD,LAX,0.014,0.546,0.000,0.054,0.29,Difficult
5517,2025-08-02,ORD,PVD,0.006,0.498,0.000,0.126,0.29,Difficult
1742,2025-08-14,ORD,JAX,0.009,0.433,0.043,0.163,0.29,Difficult
5045,2025-08-07,ORD,RHI,0.011,0.512,0.021,0.103,0.29,Difficult
2202,2025-08-11,ORD,IAH,0.012,0.527,0.000,0.086,0.29,Difficult
5251,2025-08-04,ORD,ASE,0.008,0.481,0.053,0.043,0.29,Difficult
1905,2025-08-07,ORD,PIT,0.010,0.527,0.000,0.117,0.29,Difficult
4599,2025-08-13,ORD,BHM,0.009,0.501,0.021,0.054,0.29,Difficult
1967,2025-08-15,ORD,LAX,0.014,0.387,0.106,0.123,0.29,Difficult
4766,2025-08-11,ORD,OKC,0.004,0.501,0.043,0.111,0.29,Difficult
2006,2025-08-02,ORD,GUA,0.012,0.660,0.383,0.260,0.29,Difficult
4638,2025-08-10,ORD,COS,0.008,0.512,0.000,0.077,0.29,Difficult
4546,2025-08-11,ORD,AVP,0.005,0.523,0.021,0.097,0.29,Difficult
3465,2025-08-13,ORD,GSP,0.009,0.498,0.011,0.077,0.29,Difficult
1403,2025-08-03,ORD,SLC,0.004,0.482,0.064,0.034,0.29,Difficult
6002,2025-08-03,ORD,AVL,0.007,0.491,0.053,0.057,0.29,Difficult
374,2025-08-14,ORD,MSP,0.000,0.527,0.011,0.123,0.29,Difficult
4712,2025-08-15,ORD,ELP,0.009,0.395,0.128,0.069,0.29,Difficult
291,2025-08-06,ORD,BDL,0.001,0.527,0.000,0.134,0.29,Difficult
5499,2025-08-15,ORD,SBN,0.007,0.534,0.000,0.029,0.29,Difficult
1156,2025-08-11,ORD,MSY,0.014,0.440,0.043,0.106,0.29,Difficult
695,2025-08-14,ORD,SJU,0.017,0.451,0.000,0.106,0.29,Difficult
2652,2025-08-12,ORD,RSW,0.010,0.394,0.106,0.114,0.29,Difficult
4546,2025-08-14,ORD,AVP,0.005,0.501,0.043,0.106,0.29,Difficult
534,2025-08-09,ORD,EWR,0.013,0.447,0.085,0.066,0.29,Difficult
1403,2025-08-07,ORD,SLC,0.005,0.458,0.074,0.089,0.29,Difficult
1495,2025-08-12,ORD,TVC,0.010,0.243,0.202,0.183,0.29,Difficult
5517,2025-08-09,ORD,PVD,0.007,0.426,0.074,0.080,0.29,Difficult
1069,2025-08-02,ORD,DCA,0.008,0.491,0.011,0.137,0.29,Difficult
5392,2025-08-13,ORD,OKC,0.013,0.412,0.117,0.063,0.29,Difficult
4546,2025-08-01,ORD,AVP,0.005,0.523,0.021,0.063,0.29,Difficult
845,2025-08-15,ORD,GRU,0.006,0.505,0.330,0.574,0.29,Difficult
2148,2025-08-07,ORD,SAT,0.012,0.403,0.064,0.169,0.29,Difficult
4188,2025-08-05,ORD,GSO,0.004,0.545,0.000,0.031,0.29,Difficult
5392,2025-08-04,ORD,OKC,0.013,0.484,0.021,0.094,0.29,Difficult
5320,2025-08-08,ORD,MKE,0.009,0.490,0.021,0.057,0.29,Difficult
4766,2025-08-10,ORD,OKC,0.011,0.490,0.000,0.071,0.29,Difficult
3551,2025-08-04,ORD,SDF,0.011,0.505,0.021,0.094,0.29,Difficult
6002,2025-08-14,ORD,AVL,0.008,0.489,0.021,0.091,0.29,Difficult
4636,2025-08-06,ORD,SBN,0.001,0.490,0.085,0.043,0.29,Difficult
4491,2025-08-13,ORD,CAE,0.005,0.469,0.074,0.080,0.29,Difficult
2426,2025-08-14,ORD,IAH,0.013,0.497,0.011,0.083,0.29,Difficult
1006,2025-08-04,ORD,LGA,0.013,0.535,0.021,0.020,0.29,Difficult
4416,2025-08-01,ORD,STL,0.007,0.436,0.106,0.046,0.29,Difficult
3433,2025-08-15,ORD,CVG,0.005,0.433,0.043,0.126,0.29,Difficult
5225,2025-08-01,ORD,MKE,0.012,0.490,0.000,0.097,0.29,Difficult
4395,2025-08-06,ORD,TVC,0.007,0.512,0.021,0.074,0.29,Difficult
5131,2025-08-10,ORD,CMX,0.012,0.523,0.021,0.049,0.29,Difficult
5964,2025-08-05,ORD,CID,0.009,0.498,0.000,0.109,0.29,Difficult
2865,2025-08-11,ORD,LGA,0.009,0.456,0.064,0.057,0.29,Difficult
5108,2025-08-13,ORD,SLN,0.005,0.425,0.096,0.054,0.29,Difficult
5624,2025-08-14,ORD,LEX,0.011,0.548,0.000,0.057,0.29,Difficult
5499,2025-08-12,ORD,SBN,0.003,0.469,0.074,0.046,0.29,Difficult
4638,2025-08-08,ORD,COS,0.008,0.505,0.021,0.060,0.29,Difficult
987,2025-08-07,ORD,CDG,0.016,0.432,0.043,0.106,0.29,Difficult
3707,2025-08-07,ORD,IND,0.010,0.555,0.000,0.060,0.29,Difficult
3663,2025-08-13,ORD,BGR,0.002,0.489,0.021,0.123,0.29,Difficult
5901,2025-08-11,ORD,FAR,0.012,0.484,0.000,0.126,0.29,Difficult
4416,2025-08-13,ORD,STL,0.007,0.534,0.021,0.060,0.29,Difficult
5517,2025-08-13,ORD,PVD,0.008,0.548,0.000,0.057,0.29,Difficult
2424,2025-08-10,ORD,RDU,0.011,0.524,0.011,0.100,0.29,Difficult
5790,2025-08-15,ORD,CRW,0.005,0.469,0.032,0.117,0.29,Difficult
944,2025-08-10,ORD,FRA,0.001,0.516,0.372,0.534,0.29,Difficult
1006,2025-08-12,ORD,LGA,0.013,0.479,0.000,0.080,0.29,Difficult
265,2025-08-06,ORD,YYZ,0.013,0.465,0.043,0.046,0.29,Difficult
5631,2025-08-12,ORD,DAY,0.006,0.545,0.000,0.077,0.29,Difficult
4599,2025-08-11,ORD,BHM,0.007,0.512,0.064,0.043,0.29,Difficult
3635,2025-08-08,ORD,MSN,0.009,0.497,0.000,0.071,0.29,Difficult
374,2025-08-12,ORD,MSP,0.009,0.499,0.053,0.080,0.29,Difficult
1583,2025-08-03,ORD,BWI,0.008,0.512,0.011,0.106,0.29,Difficult
5652,2025-08-03,ORD,GEG,0.007,0.504,0.064,0.057,0.29,Difficult
3525,2025-08-11,ORD,YYZ,0.012,0.505,0.043,0.049,0.29,Difficult
5699,2025-08-14,ORD,SAV,0.007,0.519,0.021,0.069,0.29,Difficult
2426,2025-08-07,ORD,IAH,0.011,0.482,0.043,0.069,0.29,Difficult
2497,2025-08-06,ORD,DTW,0.012,0.400,0.117,0.069,0.29,Difficult
291,2025-08-10,ORD,BDL,0.002,0.512,0.021,0.091,0.29,Difficult
4491,2025-08-15,ORD,CAE,0.005,0.469,0.074,0.066,0.29,Difficult
3628,2025-08-07,ORD,IND,0.009,0.462,0.043,0.134,0.29,Difficult
5631,2025-08-06,ORD,DAY,0.005,0.469,0.074,0.077,0.29,Difficult
4590,2025-08-12,ORD,MDT,0.004,0.545,0.000,0.046,0.29,Difficult
5699,2025-08-13,ORD,SAV,0.006,0.491,0.043,0.083,0.29,Difficult
4766,2025-08-02,ORD,OKC,0.011,0.512,0.000,0.134,0.29,Difficult
5253,2025-08-09,ORD,FCA,0.007,0.505,0.000,0.089,0.29,Difficult
4638,2025-08-15,ORD,COS,0.007,0.484,0.000,0.106,0.29,Difficult
617,2025-08-14,ORD,CLT,0.010,0.525,0.000,0.123,0.29,Difficult
5392,2025-08-03,ORD,OKC,0.013,0.541,0.000,0.060,0.29,Difficult
1069,2025-08-01,ORD,DCA,0.011,0.495,0.000,0.097,0.29,Difficult
5138,2025-08-02,ORD,MGW,0.011,0.458,0.043,0.089,0.29,Difficult
622,2025-08-09,ORD,DEN,0.001,0.741,0.319,0.263,0.29,Difficult
5631,2025-08-09,ORD,DAY,0.005,0.501,0.021,0.103,0.29,Difficult
4638,2025-08-09,ORD,COS,0.011,0.455,0.043,0.123,0.29,Difficult
1178,2025-08-04,ORD,ORF,0.009,0.499,0.000,0.134,0.29,Difficult
3598,2025-08-12,ORD,SDF,0.002,0.412,0.096,0.111,0.29,Difficult
5250,2025-08-13,ORD,BNA,0.008,0.534,0.000,0.063,0.29,Difficult
2494,2025-08-10,ORD,MCI,0.013,0.415,0.032,0.214,0.29,Difficult
5474,2025-08-05,ORD,MBS,0.004,0.458,0.043,0.094,0.29,Difficult
4599,2025-08-09,ORD,BHM,0.007,0.469,0.000,0.151,0.29,Difficult
5253,2025-08-03,ORD,FCA,0.010,0.548,0.000,0.080,0.29,Difficult
1069,2025-08-10,ORD,DCA,0.004,0.530,0.021,0.071,0.29,Difficult
5253,2025-08-08,ORD,FCA,0.012,0.527,0.000,0.057,0.29,Difficult
4188,2025-08-10,ORD,GSO,0.001,0.490,0.043,0.080,0.29,Difficult
617,2025-08-01,ORD,CLT,0.009,0.433,0.032,0.177,0.29,Difficult
5652,2025-08-08,ORD,GEG,0.013,0.505,0.011,0.029,0.29,Difficult
4590,2025-08-04,ORD,MDT,0.009,0.469,0.085,0.049,0.29,Difficult
4636,2025-08-01,ORD,SBN,0.009,0.501,0.064,0.060,0.29,Difficult
1030,2025-08-11,ORD,ABQ,0.009,0.486,0.053,0.086,0.29,Difficult
5314,2025-08-10,ORD,LNK,0.010,0.490,0.064,0.051,0.29,Difficult
265,2025-08-10,ORD,YYZ,0.012,0.508,0.043,0.043,0.29,Difficult
2243,2025-08-10,ORD,RIC,0.010,0.498,0.000,0.120,0.29,Difficult
4188,2025-08-11,ORD,GSO,0.006,0.490,0.043,0.046,0.29,Difficult
5526,2025-08-15,ORD,ATW,0.004,0.469,0.021,0.100,0.29,Difficult
5538,2025-08-06,ORD,HSV,0.006,0.501,0.064,0.057,0.29,Difficult
4188,2025-08-01,ORD,GSO,0.006,0.425,0.138,0.046,0.29,Difficult
1398,2025-08-13,ORD,ATL,0.010,0.506,0.011,0.100,0.29,Difficult
953,2025-08-03,ORD,MUC,0.009,0.384,0.074,0.166,0.29,Difficult
5790,2025-08-04,ORD,CRW,0.005,0.545,0.000,0.069,0.29,Difficult
4546,2025-08-09,ORD,AVP,0.004,0.425,0.117,0.106,0.29,Difficult
5517,2025-08-10,ORD,PVD,0.008,0.484,0.000,0.100,0.29,Difficult
1989,2025-08-09,ORD,BOS,0.010,0.433,0.053,0.109,0.29,Difficult
5045,2025-08-04,ORD,RHI,0.011,0.501,0.032,0.097,0.29,Difficult
5637,2025-08-15,ORD,GRB,0.008,0.512,0.053,0.060,0.29,Difficult
664,2025-08-05,ORD,LGA,0.010,0.463,0.053,0.037,0.29,Difficult
777,2025-08-08,ORD,LAS,0.013,0.436,0.021,0.149,0.29,Difficult
5290,2025-08-14,ORD,BOI,0.010,0.512,0.011,0.071,0.29,Difficult
3635,2025-08-03,ORD,MSN,0.008,0.476,0.000,0.117,0.29,Difficult
4599,2025-08-10,ORD,BHM,0.007,0.512,0.000,0.060,0.29,Difficult
1144,2025-08-06,ORD,ONT,0.011,0.450,0.106,0.063,0.29,Difficult
5868,2025-08-11,ORD,YWG,0.008,0.433,0.053,0.126,0.29,Difficult
5251,2025-08-05,ORD,ASE,0.008,0.575,0.000,0.043,0.29,Difficult
1144,2025-08-12,ORD,ONT,0.011,0.365,0.149,0.126,0.29,Difficult
5225,2025-08-13,ORD,MKE,0.002,0.480,0.043,0.080,0.29,Difficult
4590,2025-08-03,ORD,MDT,0.009,0.578,0.000,0.011,0.29,Difficult
5555,2025-08-04,ORD,MKE,0.007,0.490,0.000,0.114,0.29,Difficult
4395,2025-08-03,ORD,TVC,0.006,0.534,0.000,0.077,0.29,Difficult
4792,2025-08-07,ORD,ROA,0.009,0.412,0.106,0.046,0.29,Difficult
219,2025-08-15,ORD,HNL,0.007,0.569,0.287,0.566,0.29,Difficult
4188,2025-08-08,ORD,GSO,0.008,0.523,0.032,0.051,0.29,Difficult
5637,2025-08-14,ORD,GRB,0.001,0.436,0.117,0.066,0.29,Difficult
4638,2025-08-03,ORD,COS,0.003,0.567,0.000,0.051,0.29,Difficult
3433,2025-08-03,ORD,CVG,0.005,0.536,0.000,0.117,0.29,Difficult
5538,2025-08-07,ORD,HSV,0.006,0.490,0.043,0.071,0.29,Difficult
5225,2025-08-02,ORD,MKE,0.012,0.480,0.000,0.123,0.29,Difficult
5652,2025-08-04,ORD,GEG,0.011,0.491,0.011,0.071,0.29,Difficult
3402,2025-08-06,ORD,YOW,0.010,0.491,0.021,0.089,0.29,Difficult
2677,2025-08-01,ORD,IAD,0.008,0.549,0.000,0.083,0.29,Difficult
695,2025-08-15,ORD,SJU,0.015,0.491,0.011,0.114,0.29,Difficult
3598,2025-08-06,ORD,SDF,0.008,0.469,0.053,0.063,0.29,Difficult
5538,2025-08-02,ORD,HSV,0.005,0.458,0.043,0.100,0.29,Difficult
3525,2025-08-15,ORD,YYZ,0.013,0.512,0.021,0.043,0.29,Difficult
1967,2025-08-03,ORD,LAX,0.014,0.545,0.000,0.069,0.29,Difficult
1761,2025-08-12,ORD,FAT,0.007,0.300,0.181,0.146,0.29,Difficult
3707,2025-08-03,ORD,IND,0.011,0.512,0.011,0.083,0.29,Difficult
5045,2025-08-08,ORD,RHI,0.011,0.447,0.043,0.080,0.29,Difficult
5624,2025-08-03,ORD,LEX,0.008,0.512,0.000,0.060,0.29,Difficult
3598,2025-08-10,ORD,SDF,0.008,0.455,0.043,0.077,0.29,Difficult
5847,2025-08-10,ORD,DSM,0.001,0.462,0.064,0.063,0.29,Difficult
5320,2025-08-01,ORD,MKE,0.009,0.523,0.000,0.040,0.29,Difficult
2184,2025-08-08,ORD,EGE,0.011,0.465,0.032,0.071,0.29,Difficult
288,2025-08-04,ORD,SNN,0.008,0.326,0.181,0.151,0.29,Difficult
1403,2025-08-08,ORD,SLC,0.004,0.508,0.021,0.111,0.29,Difficult
4463,2025-08-14,ORD,ABE,0.004,0.523,0.000,0.083,0.29,Difficult
3542,2025-08-07,ORD,YUL,0.011,0.455,0.085,0.046,0.29,Difficult
5833,2025-08-10,ORD,DTW,0.007,0.455,0.064,0.060,0.29,Difficult
5901,2025-08-03,ORD,FAR,0.012,0.458,0.053,0.080,0.29,Difficult
312,2025-08-07,ORD,CHS,0.008,0.512,0.000,0.129,0.29,Difficult
1403,2025-08-14,ORD,SLC,0.012,0.530,0.000,0.109,0.29,Difficult
5250,2025-08-06,ORD,BNA,0.009,0.519,0.011,0.049,0.29,Difficult
5517,2025-08-08,ORD,PVD,0.006,0.476,0.064,0.077,0.29,Difficult
1269,2025-08-06,ORD,CLE,0.021,0.415,0.011,0.140,0.29,Difficult
5964,2025-08-14,ORD,CID,0.008,0.491,0.021,0.080,0.29,Difficult
5352,2025-08-11,ORD,CAK,0.007,0.501,0.043,0.069,0.29,Difficult
5631,2025-08-13,ORD,DAY,0.006,0.425,0.085,0.069,0.29,Difficult
4638,2025-08-13,ORD,COS,0.004,0.462,0.053,0.077,0.29,Difficult
4188,2025-08-13,ORD,GSO,0.003,0.490,0.021,0.103,0.29,Difficult
2481,2025-08-09,ORD,SYR,0.010,0.418,0.032,0.171,0.29,Difficult
5392,2025-08-08,ORD,OKC,0.012,0.441,0.043,0.083,0.29,Difficult
5474,2025-08-15,ORD,MBS,0.047,0.436,0.021,0.074,0.29,Difficult
763,2025-08-15,ORD,PWM,0.206,0.624,0.021,0.086,0.29,Difficult
5474,2025-08-02,ORD,MBS,0.004,0.490,0.043,0.111,0.29,Difficult
5108,2025-08-03,ORD,SLN,0.012,0.480,0.021,0.060,0.29,Difficult
3551,2025-08-11,ORD,SDF,0.012,0.462,0.043,0.131,0.29,Difficult
5352,2025-08-08,ORD,CAK,0.004,0.512,0.021,0.066,0.29,Difficult
5320,2025-08-02,ORD,MKE,0.006,0.534,0.000,0.100,0.29,Difficult
3604,2025-08-11,ORD,CMH,0.012,0.541,0.000,0.051,0.29,Difficult
3465,2025-08-01,ORD,GSP,0.011,0.527,0.021,0.083,0.29,Difficult
2865,2025-08-07,ORD,LGA,0.009,0.525,0.000,0.043,0.29,Difficult
3465,2025-08-07,ORD,GSP,0.011,0.505,0.043,0.049,0.29,Difficult
5868,2025-08-04,ORD,YWG,0.010,0.519,0.000,0.097,0.29,Difficult
2417,2025-08-12,ORD,SAN,0.011,0.470,0.053,0.120,0.29,Difficult
3628,2025-08-05,ORD,IND,0.005,0.519,0.000,0.103,0.29,Difficult
5868,2025-08-01,ORD,YWG,0.011,0.448,0.032,0.117,0.29,Difficult
953,2025-08-06,ORD,MUC,0.001,0.438,0.032,0.186,0.29,Difficult
2211,2025-08-14,ORD,SEA,0.010,0.460,0.085,0.029,0.29,Difficult
5108,2025-08-04,ORD,SLN,0.005,0.501,0.043,0.060,0.29,Difficult
4599,2025-08-03,ORD,BHM,0.009,0.523,0.000,0.037,0.29,Difficult
1347,2025-08-10,ORD,FLL,0.009,0.397,0.160,0.049,0.29,Difficult
5538,2025-08-14,ORD,HSV,0.006,0.458,0.085,0.040,0.29,Difficult
4519,2025-08-15,ORD,SCE,0.006,0.490,0.021,0.129,0.29,Difficult
5555,2025-08-06,ORD,MKE,0.007,0.523,0.043,0.054,0.29,Difficult
5915,2025-08-11,ORD,LNK,0.010,0.447,0.043,0.097,0.29,Difficult
1776,2025-08-06,ORD,PHL,0.011,0.493,0.000,0.111,0.29,Difficult
4491,2025-08-08,ORD,CAE,0.006,0.480,0.000,0.120,0.29,Difficult
3465,2025-08-11,ORD,GSP,0.009,0.527,0.000,0.046,0.29,Difficult
1044,2025-08-02,ORD,LAX,0.006,0.708,0.319,0.297,0.29,Difficult
2497,2025-08-12,ORD,DTW,0.009,0.404,0.053,0.206,0.29,Difficult
3542,2025-08-05,ORD,YUL,0.002,0.577,0.000,0.071,0.29,Difficult
1989,2025-08-04,ORD,BOS,0.013,0.515,0.011,0.089,0.29,Difficult
4491,2025-08-07,ORD,CAE,0.006,0.501,0.043,0.040,0.29,Difficult
5538,2025-08-01,ORD,HSV,0.005,0.512,0.000,0.114,0.29,Difficult
5637,2025-08-04,ORD,GRB,0.008,0.414,0.085,0.086,0.29,Difficult
5320,2025-08-11,ORD,MKE,0.002,0.458,0.117,0.043,0.29,Difficult
1974,2025-08-07,ORD,PWM,0.007,0.491,0.000,0.097,0.29,Difficult
5555,2025-08-11,ORD,MKE,0.007,0.501,0.000,0.071,0.29,Difficult
5474,2025-08-03,ORD,MBS,0.004,0.480,0.021,0.106,0.29,Difficult
1583,2025-08-08,ORD,BWI,0.007,0.432,0.000,0.209,0.29,Difficult
3525,2025-08-03,ORD,YYZ,0.013,0.562,0.000,0.043,0.29,Difficult
1144,2025-08-14,ORD,ONT,0.011,0.430,0.106,0.086,0.29,Difficult
5131,2025-08-06,ORD,CMX,0.012,0.523,0.000,0.097,0.29,Difficult
617,2025-08-13,ORD,CLT,0.002,0.479,0.053,0.137,0.29,Difficult
1069,2025-08-04,ORD,DCA,0.029,0.512,0.000,0.009,0.29,Difficult
5624,2025-08-13,ORD,LEX,0.011,0.405,0.085,0.077,0.29,Difficult
5499,2025-08-07,ORD,SBN,0.008,0.523,0.021,0.066,0.29,Difficult
987,2025-08-11,ORD,CDG,0.016,0.394,0.085,0.109,0.29,Difficult
3465,2025-08-06,ORD,GSP,0.005,0.491,0.043,0.054,0.29,Difficult
5250,2025-08-14,ORD,BNA,0.008,0.527,0.000,0.029,0.29,Difficult
1599,2025-08-02,ORD,DEN,0.008,0.761,0.404,0.109,0.29,Difficult
4748,2025-08-01,ORD,ATW,0.156,0.534,0.191,0.140,0.29,Difficult
664,2025-08-11,ORD,LGA,0.014,0.491,0.043,0.029,0.29,Difficult
4484,2025-08-04,ORD,AVL,0.007,0.490,0.021,0.071,0.29,Difficult
4416,2025-08-04,ORD,STL,0.008,0.545,0.000,0.006,0.29,Difficult
1006,2025-08-05,ORD,LGA,0.011,0.447,0.085,0.014,0.29,Difficult
4546,2025-08-04,ORD,AVP,0.005,0.490,0.064,0.054,0.29,Difficult
3663,2025-08-14,ORD,BGR,0.008,0.497,0.000,0.109,0.29,Difficult
3628,2025-08-09,ORD,IND,0.008,0.433,0.074,0.114,0.29,Difficult
5652,2025-08-07,ORD,GEG,0.012,0.534,0.000,0.097,0.29,Difficult
3465,2025-08-15,ORD,GSP,0.009,0.462,0.085,0.086,0.29,Difficult
1495,2025-08-13,ORD,TVC,0.000,0.403,0.128,0.109,0.29,Difficult
5290,2025-08-03,ORD,BOI,0.010,0.484,0.032,0.091,0.29,Difficult
5225,2025-08-11,ORD,MKE,0.006,0.469,0.021,0.086,0.28,Difficult
219,2025-08-14,ORD,HNL,0.015,0.581,0.245,0.489,0.28,Difficult
5250,2025-08-12,ORD,BNA,0.008,0.383,0.096,0.054,0.28,Difficult
1599,2025-08-06,ORD,DEN,0.002,0.584,0.468,0.183,0.28,Difficult
4519,2025-08-11,ORD,SCE,0.006,0.490,0.011,0.071,0.28,Difficult
5290,2025-08-12,ORD,BOI,0.001,0.419,0.000,0.180,0.28,Difficult
5624,2025-08-12,ORD,LEX,0.003,0.390,0.043,0.111,0.28,Difficult
5262,2025-08-05,ORD,LNK,0.012,0.665,0.457,0.111,0.28,Difficult
5555,2025-08-05,ORD,MKE,0.007,0.469,0.000,0.106,0.28,Difficult
5320,2025-08-10,ORD,MKE,0.009,0.447,0.043,0.060,0.28,Difficult
2481,2025-08-06,ORD,SYR,0.011,0.378,0.021,0.160,0.28,Difficult
6004,2025-08-08,ORD,SUN,0.014,0.458,0.000,0.031,0.28,Difficult
1974,2025-08-12,ORD,PWM,0.004,0.378,0.032,0.140,0.28,Difficult
481,2025-08-06,ORD,RNO,0.007,0.473,0.000,0.091,0.28,Difficult
5100,2025-08-13,ORD,DEC,0.011,0.436,0.043,0.046,0.28,Difficult
5610,2025-08-08,ORD,CHO,0.007,0.480,0.021,0.060,0.28,Difficult
2427,2025-08-01,ORD,CVG,0.012,0.328,0.064,0.189,0.28,Difficult
411,2025-08-02,ORD,DTW,0.015,0.531,0.479,0.200,0.28,Difficult
3551,2025-08-10,ORD,SDF,0.013,0.390,0.043,0.080,0.28,Difficult
5555,2025-08-13,ORD,MKE,0.006,0.447,0.021,0.097,0.28,Difficult
2427,2025-08-07,ORD,CVG,0.010,0.465,0.021,0.077,0.28,Difficult
359,2025-08-12,ORD,MEX,0.027,0.556,0.479,0.100,0.28,Difficult
224,2025-08-03,ORD,BZN,0.036,0.788,0.213,0.154,0.28,Difficult
219,2025-08-10,ORD,HNL,0.015,0.579,0.277,0.506,0.28,Difficult
5250,2025-08-11,ORD,BNA,0.009,0.455,0.053,0.034,0.28,Difficult
1182,2025-08-12,ORD,SJC,0.012,0.363,0.021,0.189,0.28,Difficult
4491,2025-08-04,ORD,CAE,0.005,0.480,0.021,0.037,0.28,Difficult
5108,2025-08-01,ORD,SLN,0.007,0.447,0.053,0.043,0.28,Difficult
3433,2025-08-14,ORD,CVG,0.014,0.448,0.000,0.066,0.28,Difficult
1269,2025-08-08,ORD,CLE,0.009,0.417,0.043,0.083,0.28,Difficult
4463,2025-08-06,ORD,ABE,0.005,0.447,0.053,0.046,0.28,Difficult
2005,2025-08-15,ORD,TYS,0.013,0.247,0.170,0.086,0.28,Difficult
1398,2025-08-06,ORD,ATL,0.010,0.427,0.021,0.134,0.28,Difficult
2039,2025-08-09,ORD,MCO,0.013,0.349,0.053,0.189,0.28,Difficult
5868,2025-08-02,ORD,YWG,0.011,0.441,0.000,0.086,0.28,Difficult
3465,2025-08-14,ORD,GSP,0.008,0.491,0.000,0.051,0.28,Difficult
2254,2025-08-05,ORD,PDX,0.001,0.613,0.436,0.260,0.28,Difficult
763,2025-08-14,ORD,PWM,0.164,0.578,0.053,0.166,0.28,Difficult
5250,2025-08-04,ORD,BNA,0.008,0.512,0.000,0.037,0.28,Difficult
2394,2025-08-12,ORD,DEN,0.011,0.420,0.043,0.103,0.28,Difficult
2005,2025-08-07,ORD,TYS,0.011,0.425,0.021,0.077,0.28,Difficult
5610,2025-08-06,ORD,CHO,0.006,0.436,0.021,0.063,0.28,Difficult
5517,2025-08-03,ORD,PVD,0.008,0.489,0.000,0.074,0.28,Difficult
3542,2025-08-08,ORD,YUL,0.010,0.491,0.000,0.043,0.28,Difficult
4546,2025-08-02,ORD,AVP,0.005,0.469,0.021,0.069,0.28,Difficult
3628,2025-08-15,ORD,IND,0.012,0.481,0.000,0.074,0.28,Difficult
4416,2025-08-06,ORD,STL,0.006,0.512,0.000,0.034,0.28,Difficult
2865,2025-08-05,ORD,LGA,0.009,0.417,0.053,0.017,0.28,Difficult
5100,2025-08-04,ORD,DEC,0.011,0.403,0.021,0.074,0.28,Difficult
5915,2025-08-07,ORD,LNK,0.010,0.458,0.011,0.066,0.28,Difficult
1269,2025-08-15,ORD,CLE,0.007,0.409,0.064,0.089,0.28,Difficult
2039,2025-08-12,ORD,MCO,0.013,0.390,0.000,0.163,0.28,Difficult
2099,2025-08-15,ORD,IAH,0.013,0.616,0.404,0.197,0.28,Difficult
5253,2025-08-06,ORD,FCA,0.007,0.426,0.021,0.126,0.28,Difficult
4463,2025-08-05,ORD,ABE,0.005,0.469,0.021,0.077,0.28,Difficult
5847,2025-08-06,ORD,DSM,0.012,0.476,0.000,0.083,0.28,Difficult
2497,2025-08-05,ORD,DTW,0.010,0.348,0.106,0.091,0.28,Difficult
5474,2025-08-10,ORD,MBS,0.004,0.403,0.085,0.091,0.28,Difficult
3542,2025-08-14,ORD,YUL,0.011,0.498,0.000,0.034,0.28,Difficult
1580,2025-08-11,ORD,YVR,0.014,0.388,0.021,0.109,0.28,Difficult
5517,2025-08-07,ORD,PVD,0.006,0.462,0.000,0.086,0.28,Difficult
3525,2025-08-08,ORD,YYZ,0.013,0.484,0.000,0.051,0.28,Difficult
5320,2025-08-14,ORD,MKE,0.006,0.501,0.000,0.069,0.28,Difficult
468,2025-08-03,ORD,IAH,0.002,0.683,0.447,0.066,0.28,Difficult
5833,2025-08-09,ORD,DTW,0.006,0.426,0.000,0.160,0.28,Difficult
288,2025-08-10,ORD,SNN,0.008,0.370,0.021,0.174,0.28,Difficult
5499,2025-08-09,ORD,SBN,0.003,0.436,0.043,0.086,0.28,Difficult
4463,2025-08-13,ORD,ABE,0.003,0.523,0.000,0.046,0.28,Difficult
